"YEAR","MONTH","DATE","SITE","Site Name","PLOT","REP","TREAT","FLOW_TUSS","FLOW_TILL","SITE_COD","TOY","TUSS PER PLOT","Include in grand avg.","Comments"
1977,5,1977-05-28,1,Eagle Creek -1976,,54,222000,3,6,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,131,222000,5,18,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,180,222000,4,4,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,214,222000,0,0,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,102,222000,1,1,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,41,220000,2,5,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,100,220000,5,5,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,115,220000,4,7,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,184,220000,1,1,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,252,220000,3,7,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,63,202000,3,5,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,73,202000,3,10,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,76,202000,1,1,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,105,202000,4,8,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,213,202000,4,5,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,71,022000,1,1,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,130,022000,3,7,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,171,022000,1,1,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,200,022000,3,9,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,221,022000,1,1,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,51,200000,4,6,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,66,200000,6,35,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,125,200000,3,7,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,126,200000,5,7,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,146,200000,1,2,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,47,020000,6,12,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,112,020000,5,16,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,147,020000,5,15,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,181,020000,3,4,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,210,020000,7,13,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,90,002000,10,40,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,111,002000,4,21,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,202,002000,4,7,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,123,002000,5,13,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,255,002000,7,15,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,38,000300,4,6,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,69,000300,4,6,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,98,000300,3,7,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,139,000300,2,8,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,148,000300,3,5,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,88,000200,3,10,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,128,000200,1,1,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,158,000200,3,5,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,208,000200,10,15,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,258,000200,3,5,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,49,000100,2,5,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,68,000100,6,16,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,79,000100,0,0,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,118,000100,4,5,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,159,000100,4,7,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,165,000003,11,35,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,183,000003,5,23,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,191,000003,4,8,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,206,000003,4,6,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,215,000003,3,5,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,24,000002,5,12,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,134,000002,4,12,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,114,000002,2,2,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,30,000002,3,6,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,150,000002,4,4,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,21,000004,4,8,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,23,000004,2,3,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,25,000004,7,12,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,192,000004,3,9,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,250,000004,5,16,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,60,000005,2,2,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,91,000005,4,7,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,236,000005,3,14,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,222,000005,4,4,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,77,000005,2,4,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,19,000006,5,11,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,58,000006,5,8,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,99,000006,3,7,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,109,000006,2,5,#N/A,1,#N/A,N,
1977,5,1977-05-28,1,Eagle Creek -1976,,138,000006,12,23,#N/A,1,#N/A,N,
1977,6,1977-06-06,7,MS117,,210,333000,2,3,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,15,000001,2,2,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,34,000001,6,10,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,52,000001,2,3,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,97,000001,10,31,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,185,000001,6,14,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,10,333000,5,14,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,46,333000,2,2,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,110,333000,5,9,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,133,333000,1,1,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,174,333000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,11,330000,5,23,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,136,330000,3,7,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,140,330000,3,5,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,151,330000,2,2,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,254,330000,9,21,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,53,303000,4,7,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,106,303000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,167,303000,3,6,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,187,303000,3,5,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,193,303000,1,1,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,33,033000,2,2,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,75,033000,3,6,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,96,033000,3,7,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,161,033000,2,3,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,163,033000,2,3,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,82,300000,1,2,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,135,300000,2,5,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,145,300000,3,5,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,162,300000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,244,300000,8,22,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,31,030000,6,8,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,80,030000,4,4,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,117,030000,4,4,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,152,030000,4,5,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,157,030000,3,3,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,74,003000,1,2,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,113,003000,3,4,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,155,003000,5,7,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,170,003000,3,3,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,176,003000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,26,111000,4,14,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,56,111000,4,7,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,61,111000,2,2,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,62,111000,4,7,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,127,111000,4,10,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,22,100000,3,4,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,37,100000,2,2,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,143,100000,7,25,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,164,100000,6,11,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,44,010000,4,14,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,175,010000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,197,010000,1,1,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,237,010000,4,6,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,247,010000,4,7,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,12,001000,3,8,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,17,001000,5,17,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,42,001000,6,13,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,83,001000,3,5,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,235,001000,6,13,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,38,000300,4,6,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,69,000300,2,8,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,98,000300,3,5,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,139,000300,3,7,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,148,000300,4,6,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,24,000002,5,12,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,30,000002,3,6,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,114,000002,2,2,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,134,000002,4,12,#N/A,1,#N/A,N,
1977,6,1977-06-14,1,Eagle Creek -1976,,150,000002,4,4,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,32,303000,4,21,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,40,333000,3,5,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,20,330000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,43,303000,2,3,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,20,330000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,44,033000,3,3,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,30,033000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,42,000001,5,8,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,31,000001,1,1,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,11,333000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,34,330000,8,28,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,33,333000,5,7,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,24,033000,12,35,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,23,000001,6,12,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,21,303000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,22,333000,3,6,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,12,000001,7,9,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,14,330000,11,44,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,41,330000,2,2,#N/A,1,#N/A,N,
1977,6,1977-06-19,5,Old Man,,13,303000,15,45,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,13,330000,2,4,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,12,333000,3,4,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,32,000001,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,40,330000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,22,303000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,33,330000,1,1,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,24,330000,2,4,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,34,333000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,14,303000,1,2,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,44,333000,2,4,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,30,303000,1,1,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,31,033000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,11,000001,2,2,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,23,000001,6,9,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,41,303000,1,2,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,42,033000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,10,033000,2,4,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,21,033000,2,4,#N/A,1,#N/A,N,
1977,6,1977-06-21,7,MS117,,43,000001,2,2,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,21,033000,1,1,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,14,330000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,13,303000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,33,333000,2,8,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,12,333000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,42,000001,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,11,000001,2,2,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,40,333000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,32,330000,1,1,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,22,303000,3,5,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,10,033000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,30,303000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,43,330000,1,3,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,24,330000,5,8,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,31,000001,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,23,333000,1,3,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,20,000001,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,44,033000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,34,033000,0,0,#N/A,1,#N/A,N,
1977,6,1977-06-22,11,MS127,,41,303000,1,0,#N/A,1,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,11,333000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,24,333000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,31,333000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,43,333000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,14,033000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,23,033000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,33,033000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,42,033000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,12,303000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,21,303000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,34,303000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,44,303000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,13,330000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,20,330000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,30,330000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,41,330000,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,10,000001,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,22,000001,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,32,000001,0,0,#N/A,2,#N/A,N,
1977,6,1977-06-24,10,Happy Valley,,40,000001,0,0,#N/A,2,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,130,022000,14,297,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,164,100000,6,19,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,171,022000,8,52,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,77,000005,15,106,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,71,022000,15,240,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,35,101000,10,57,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,47,020000,11,215,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,107,110000,11,183,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,24,000002,7,54,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,26,111000,13,120,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,143,100000,6,31,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,165,000003,11,102,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,181,020000,10,86,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,236,000005,6,21,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,206,000003,4,23,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,138,000006,12,79,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,61,111000,7,70,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,159,000100,5,33,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,237,010000,7,71,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,21,000004,6,29,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,66,200000,7,49,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,105,202000,8,101,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,180,222000,8,197,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,252,220000,8,198,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,207,011000,8,73,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,146,200000,7,72,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,17,001000,10,36,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,233,110000,10,124,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,79,000100,7,9,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,202,002000,5,85,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,204,101000,10,158,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,81,110000,8,123,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,247,010000,6,45,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,62,111000,6,56,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,22,100000,6,25,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,222,000005,3,14,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,23,000004,7,22,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,213,202000,9,204,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,215,000003,8,86,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,210,020000,13,368,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,116,100000,8,84,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,200,022000,7,120,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,25,000004,13,83,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,90,002000,12,303,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,19,000006,6,14,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,30,000002,6,54,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,56,111000,6,85,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,12,001000,15,106,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,245,101000,7,97,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,173,101000,5,37,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,125,200000,7,45,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,68,000100,8,93,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,214,222000,5,16,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,63,220000,10,57,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,128,000200,6,53,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,49,000100,6,21,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,121,110000,15,332,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,86,011000,11,262,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,44,010000,8,91,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,115,220000,14,184,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,41,220000,14,296,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,258,000200,4,29,#N/A,1,#N/A,N,
1978,5,1978-05-31,1,Eagle Creek -1976,,83,001000,5,26,#N/A,1,#N/A,N,
